filename,defect_type,severity
data\synthetic\clean_0046_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0046_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0046_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0046_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0046_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0046_noise_mild.jpg,noise,mild
data\synthetic\clean_0046_noise_medium.jpg,noise,medium
data\synthetic\clean_0046_noise_severe.jpg,noise,severe
data\synthetic\clean_0046_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0046_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0046_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0046_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0046_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0046_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0047_blur_mild.jpg,blur,mild
data\synthetic\clean_0047_blur_medium.jpg,blur,medium
data\synthetic\clean_0047_blur_severe.jpg,blur,severe
data\synthetic\clean_0047_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0047_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0047_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0047_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0047_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0047_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0047_noise_mild.jpg,noise,mild
data\synthetic\clean_0047_noise_medium.jpg,noise,medium
data\synthetic\clean_0047_noise_severe.jpg,noise,severe
data\synthetic\clean_0047_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0047_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0047_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0047_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0047_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0047_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0048_blur_mild.jpg,blur,mild
data\synthetic\clean_0048_blur_medium.jpg,blur,medium
data\synthetic\clean_0048_blur_severe.jpg,blur,severe
data\synthetic\clean_0048_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0048_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0048_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0048_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0048_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0048_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0048_noise_mild.jpg,noise,mild
data\synthetic\clean_0048_noise_medium.jpg,noise,medium
data\synthetic\clean_0048_noise_severe.jpg,noise,severe
data\synthetic\clean_0048_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0048_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0048_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0048_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0048_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0048_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0049_blur_mild.jpg,blur,mild
data\synthetic\clean_0049_blur_medium.jpg,blur,medium
data\synthetic\clean_0049_blur_severe.jpg,blur,severe
data\synthetic\clean_0049_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0049_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0049_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0049_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0049_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0049_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0049_noise_mild.jpg,noise,mild
data\synthetic\clean_0049_noise_medium.jpg,noise,medium
data\synthetic\clean_0049_noise_severe.jpg,noise,severe
data\synthetic\clean_0049_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0049_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0049_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0049_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0049_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0049_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0050_blur_mild.jpg,blur,mild
data\synthetic\clean_0050_blur_medium.jpg,blur,medium
data\synthetic\clean_0050_blur_severe.jpg,blur,severe
data\synthetic\clean_0050_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0050_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0050_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0050_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0050_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0050_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0050_noise_mild.jpg,noise,mild
data\synthetic\clean_0050_noise_medium.jpg,noise,medium
data\synthetic\clean_0050_noise_severe.jpg,noise,severe
data\synthetic\clean_0050_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0050_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0050_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0050_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0050_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0050_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0051_blur_mild.jpg,blur,mild
data\synthetic\clean_0051_blur_medium.jpg,blur,medium
data\synthetic\clean_0051_blur_severe.jpg,blur,severe
data\synthetic\clean_0051_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0051_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0051_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0051_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0051_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0051_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0051_noise_mild.jpg,noise,mild
data\synthetic\clean_0051_noise_medium.jpg,noise,medium
data\synthetic\clean_0051_noise_severe.jpg,noise,severe
data\synthetic\clean_0051_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0051_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0051_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0051_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0051_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0051_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0052_blur_mild.jpg,blur,mild
data\synthetic\clean_0052_blur_medium.jpg,blur,medium
data\synthetic\clean_0052_blur_severe.jpg,blur,severe
data\synthetic\clean_0052_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0052_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0052_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0052_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0052_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0052_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0052_noise_mild.jpg,noise,mild
data\synthetic\clean_0052_noise_medium.jpg,noise,medium
data\synthetic\clean_0052_noise_severe.jpg,noise,severe
data\synthetic\clean_0052_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0052_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0052_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0052_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0052_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0052_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0053_blur_mild.jpg,blur,mild
data\synthetic\clean_0053_blur_medium.jpg,blur,medium
data\synthetic\clean_0053_blur_severe.jpg,blur,severe
data\synthetic\clean_0053_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0053_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0053_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0053_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0053_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0053_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0053_noise_mild.jpg,noise,mild
data\synthetic\clean_0053_noise_medium.jpg,noise,medium
data\synthetic\clean_0053_noise_severe.jpg,noise,severe
data\synthetic\clean_0053_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0053_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0053_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0053_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0053_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0053_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0054_blur_mild.jpg,blur,mild
data\synthetic\clean_0054_blur_medium.jpg,blur,medium
data\synthetic\clean_0054_blur_severe.jpg,blur,severe
data\synthetic\clean_0054_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0054_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0054_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0054_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0054_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0054_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0054_noise_mild.jpg,noise,mild
data\synthetic\clean_0054_noise_medium.jpg,noise,medium
data\synthetic\clean_0054_noise_severe.jpg,noise,severe
data\synthetic\clean_0054_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0054_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0054_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0054_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0054_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0054_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0055_blur_mild.jpg,blur,mild
data\synthetic\clean_0055_blur_medium.jpg,blur,medium
data\synthetic\clean_0055_blur_severe.jpg,blur,severe
data\synthetic\clean_0055_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0055_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0055_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0055_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0055_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0055_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0055_noise_mild.jpg,noise,mild
data\synthetic\clean_0055_noise_medium.jpg,noise,medium
data\synthetic\clean_0055_noise_severe.jpg,noise,severe
data\synthetic\clean_0055_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0055_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0055_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0055_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0055_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0055_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0056_blur_mild.jpg,blur,mild
data\synthetic\clean_0056_blur_medium.jpg,blur,medium
data\synthetic\clean_0056_blur_severe.jpg,blur,severe
data\synthetic\clean_0056_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0056_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0056_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0056_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0056_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0056_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0056_noise_mild.jpg,noise,mild
data\synthetic\clean_0056_noise_medium.jpg,noise,medium
data\synthetic\clean_0056_noise_severe.jpg,noise,severe
data\synthetic\clean_0056_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0056_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0056_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0056_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0056_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0056_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0057_blur_mild.jpg,blur,mild
data\synthetic\clean_0057_blur_medium.jpg,blur,medium
data\synthetic\clean_0057_blur_severe.jpg,blur,severe
data\synthetic\clean_0057_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0057_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0057_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0057_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0057_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0057_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0057_noise_mild.jpg,noise,mild
data\synthetic\clean_0057_noise_medium.jpg,noise,medium
data\synthetic\clean_0057_noise_severe.jpg,noise,severe
data\synthetic\clean_0057_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0057_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0057_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0057_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0057_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0057_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0058_blur_mild.jpg,blur,mild
data\synthetic\clean_0058_blur_medium.jpg,blur,medium
data\synthetic\clean_0058_blur_severe.jpg,blur,severe
data\synthetic\clean_0058_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0058_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0058_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0058_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0058_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0058_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0058_noise_mild.jpg,noise,mild
data\synthetic\clean_0058_noise_medium.jpg,noise,medium
data\synthetic\clean_0058_noise_severe.jpg,noise,severe
data\synthetic\clean_0058_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0058_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0058_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0058_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0058_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0058_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0059_blur_mild.jpg,blur,mild
data\synthetic\clean_0059_blur_medium.jpg,blur,medium
data\synthetic\clean_0059_blur_severe.jpg,blur,severe
data\synthetic\clean_0059_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0059_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0059_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0059_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0059_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0059_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0059_noise_mild.jpg,noise,mild
data\synthetic\clean_0059_noise_medium.jpg,noise,medium
data\synthetic\clean_0059_noise_severe.jpg,noise,severe
data\synthetic\clean_0059_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0059_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0059_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0059_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0059_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0059_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0060_blur_mild.jpg,blur,mild
data\synthetic\clean_0060_blur_medium.jpg,blur,medium
data\synthetic\clean_0060_blur_severe.jpg,blur,severe
data\synthetic\clean_0060_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0060_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0060_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0060_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0060_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0060_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0060_noise_mild.jpg,noise,mild
data\synthetic\clean_0060_noise_medium.jpg,noise,medium
data\synthetic\clean_0060_noise_severe.jpg,noise,severe
data\synthetic\clean_0060_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0060_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0060_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0060_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0060_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0060_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0061_blur_mild.jpg,blur,mild
data\synthetic\clean_0061_blur_medium.jpg,blur,medium
data\synthetic\clean_0061_blur_severe.jpg,blur,severe
data\synthetic\clean_0061_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0061_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0061_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0061_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0061_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0061_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0061_noise_mild.jpg,noise,mild
data\synthetic\clean_0061_noise_medium.jpg,noise,medium
data\synthetic\clean_0061_noise_severe.jpg,noise,severe
data\synthetic\clean_0061_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0061_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0061_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0061_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0061_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0061_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0062_blur_mild.jpg,blur,mild
data\synthetic\clean_0062_blur_medium.jpg,blur,medium
data\synthetic\clean_0062_blur_severe.jpg,blur,severe
data\synthetic\clean_0062_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0062_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0062_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0062_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0062_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0062_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0062_noise_mild.jpg,noise,mild
data\synthetic\clean_0062_noise_medium.jpg,noise,medium
data\synthetic\clean_0062_noise_severe.jpg,noise,severe
data\synthetic\clean_0062_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0062_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0062_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0062_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0062_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0062_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0063_blur_mild.jpg,blur,mild
data\synthetic\clean_0063_blur_medium.jpg,blur,medium
data\synthetic\clean_0063_blur_severe.jpg,blur,severe
data\synthetic\clean_0063_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0063_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0063_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0063_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0063_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0063_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0063_noise_mild.jpg,noise,mild
data\synthetic\clean_0063_noise_medium.jpg,noise,medium
data\synthetic\clean_0063_noise_severe.jpg,noise,severe
data\synthetic\clean_0063_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0063_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0063_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0063_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0063_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0063_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0064_blur_mild.jpg,blur,mild
data\synthetic\clean_0064_blur_medium.jpg,blur,medium
data\synthetic\clean_0064_blur_severe.jpg,blur,severe
data\synthetic\clean_0064_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0064_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0064_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0064_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0064_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0064_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0064_noise_mild.jpg,noise,mild
data\synthetic\clean_0064_noise_medium.jpg,noise,medium
data\synthetic\clean_0064_noise_severe.jpg,noise,severe
data\synthetic\clean_0064_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0064_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0064_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0064_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0064_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0064_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0065_blur_mild.jpg,blur,mild
data\synthetic\clean_0065_blur_medium.jpg,blur,medium
data\synthetic\clean_0065_blur_severe.jpg,blur,severe
data\synthetic\clean_0065_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0065_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0065_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0065_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0065_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0065_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0065_noise_mild.jpg,noise,mild
data\synthetic\clean_0065_noise_medium.jpg,noise,medium
data\synthetic\clean_0065_noise_severe.jpg,noise,severe
data\synthetic\clean_0065_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0065_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0065_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0065_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0065_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0065_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0066_blur_mild.jpg,blur,mild
data\synthetic\clean_0066_blur_medium.jpg,blur,medium
data\synthetic\clean_0066_blur_severe.jpg,blur,severe
data\synthetic\clean_0066_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0066_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0066_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0066_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0066_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0066_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0066_noise_mild.jpg,noise,mild
data\synthetic\clean_0066_noise_medium.jpg,noise,medium
data\synthetic\clean_0066_noise_severe.jpg,noise,severe
data\synthetic\clean_0066_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0066_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0066_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0066_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0066_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0066_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0067_blur_mild.jpg,blur,mild
data\synthetic\clean_0067_blur_medium.jpg,blur,medium
data\synthetic\clean_0067_blur_severe.jpg,blur,severe
data\synthetic\clean_0067_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0067_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0067_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0067_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0067_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0067_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0067_noise_mild.jpg,noise,mild
data\synthetic\clean_0067_noise_medium.jpg,noise,medium
data\synthetic\clean_0067_noise_severe.jpg,noise,severe
data\synthetic\clean_0067_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0067_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0067_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0067_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0067_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0067_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0068_blur_mild.jpg,blur,mild
data\synthetic\clean_0068_blur_medium.jpg,blur,medium
data\synthetic\clean_0068_blur_severe.jpg,blur,severe
data\synthetic\clean_0068_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0068_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0068_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0068_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0068_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0068_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0068_noise_mild.jpg,noise,mild
data\synthetic\clean_0068_noise_medium.jpg,noise,medium
data\synthetic\clean_0068_noise_severe.jpg,noise,severe
data\synthetic\clean_0068_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0068_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0068_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0068_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0068_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0068_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0069_blur_mild.jpg,blur,mild
data\synthetic\clean_0069_blur_medium.jpg,blur,medium
data\synthetic\clean_0069_blur_severe.jpg,blur,severe
data\synthetic\clean_0069_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0069_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0069_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0069_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0069_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0069_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0069_noise_mild.jpg,noise,mild
data\synthetic\clean_0069_noise_medium.jpg,noise,medium
data\synthetic\clean_0069_noise_severe.jpg,noise,severe
data\synthetic\clean_0069_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0069_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0069_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0069_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0069_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0069_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0070_blur_mild.jpg,blur,mild
data\synthetic\clean_0070_blur_medium.jpg,blur,medium
data\synthetic\clean_0070_blur_severe.jpg,blur,severe
data\synthetic\clean_0070_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0070_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0070_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0070_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0070_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0070_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0070_noise_mild.jpg,noise,mild
data\synthetic\clean_0070_noise_medium.jpg,noise,medium
data\synthetic\clean_0070_noise_severe.jpg,noise,severe
data\synthetic\clean_0070_corruption_mild.jpg,corruption,mild
